mcq_id,question,difficulty,correct_option,option_b,option_c,option_d,topic,topic_name,option_a,id
1942,"Consider $f(x,y) = \ln(x^2-3y^3+6xy^2)$. Which is the value of $f_{xy}$?",2,$f_{xy} =\dfrac{18y^4+18xy^2-12x^2y}{(x^2-3y^3+6y^2x)^2} $ ,$f_{xy} =\dfrac{24x^2y-36y^4+72y^3x+18xy^2}{(x^2-3y^3+6y^2x)^2}$,$f_{xy} = \dfrac{18y^4+18xy^3-12xy^2}{\ln(x^2-3y^3+6y^2x)}$,$f_{xy} = \dfrac{-36y^4+18xy^2-72xy}{(x^2-3y^3+6y^2x)^2}$,4,Differentiation,$f_{xy} =\dfrac{18y^4+18xy^2-12x^2y}{(x^2-3y^3+6y^2x)^2} $ ,1671
1943,"Determine the domain of the function $f$ defined by
\[
f(x) = \frac{\log x}{\arctan (x-1)}.
\]",3,"$(0,1)\cup(1,+\infty)$","$(0,+\infty)$",$\mathbb{R}$,"$(1,+\infty)$",3,Real Functions of a Single Variable,"$(0,1)\cup(1,+\infty)$",1672
1944,"Consider $f(a,b,c) = a^3b^5c -abc^3 -7a + 3ba +6 $. Evaluate $f_{cc}(0,2,1)$.",5,"$f_{cc}(0,2,1) = 0 $","$f_{cc}(0,2,1) = 6 $","$f_{cc}(0,2,1) = -12$ ","$f_{cc}(0,2,1) = -6 $ ",4,Differentiation,"$f_{cc}(0,2,1) = 0 $",1673
1945,"Determine the domain of the function $f$ defined by
\[
f(x) = \frac{1}{\arctan(\log x)}.
\]",2,"$(0,1)\cup(1,+\infty)$","$(0,+\infty)$",$\mathbb{R}$,$\mathbb{R}\setminus\{1\}$,3,Real Functions of a Single Variable,"$(0,1)\cup(1,+\infty)$",1674
1946,"Consider $f(a,b,c) = a^3b^5c -abc^3 -7a + 3ba +6 $, evaluate  $f_{ccca}(-\frac{\pi}{2},\pi,\sqrt\pi)$ :",3,"$f_{ccca}(-\frac{\pi}{2},\pi,\sqrt\pi) = -6 \pi$","$f_{ccca}(-\frac{\pi}{2},\pi,\sqrt\pi) = 6 \pi$","$f_{ccca}(-\frac{\pi}{2},\pi,\sqrt\pi) = - \pi$","$f_{ccca}(-\frac{\pi}{2},\pi,\sqrt\pi) = -6$",4,Differentiation,"$f_{ccca}(-\frac{\pi}{2},\pi,\sqrt\pi) = -6 \pi$",1675
1947,"Determine the domain of the function $f$ defined by
\[
f(x) = \frac{1}{\cos(\sin x)}.
\]",3,$\mathbb{R}$,$\mathbb{R}\setminus\{0\}$,$\mathbb{R}\setminus\{\pi/2+k\pi:k\in\mathbb{Z}\}$,$\mathbb{R}\setminus\{k\pi:k\in\mathbb{Z}\}$,3,Real Functions of a Single Variable,$\mathbb{R}$,1676
1948,"Find  the points of local extremum for the function
$f(x,y,z)=\displaystyle{(11x+6y+4z)e^{-2x^2-y^2-z^2}}.$",3,"$\left(\dfrac{11}{30}, \dfrac{12}{30}, \dfrac{8}{30}\right)$ is the point of maximum and
$\left(-\dfrac{11}{30}, -\dfrac{12}{30}, -\dfrac{8}{30}\right)$ is the point of minimum.","$\left(\dfrac{11}{30}, \dfrac{12}{30}, -\dfrac{8}{30}\right)$ is the point of maximum and
$\left(-\dfrac{11}{30}, \dfrac{12}{30}, -\dfrac{8}{30}\right)$ is the point of minimum.","$\left(-\dfrac{11}{30}, -\dfrac{12}{30}, -\dfrac{8}{30}\right)$ is the point of maximum and
$\left(\dfrac{11}{30}, \dfrac{12}{30}, \dfrac{8}{30}\right)$ is the point of minimum.","$\left(-\dfrac{11}{30}, -\dfrac{12}{30}, \dfrac{8}{30}\right)$ is the point of maximum and
$\left(-\dfrac{11}{30}, -\dfrac{12}{30}, -\dfrac{8}{30}\right)$ is the point of minimum.",12,Optimization,"$\left(\dfrac{11}{30}, \dfrac{12}{30}, \dfrac{8}{30}\right)$ is the point of maximum and
$\left(-\dfrac{11}{30}, -\dfrac{12}{30}, -\dfrac{8}{30}\right)$ is the point of minimum.",1677
1949,"Determine the image of the function $f$ defined by
\[
f(x) = \sin(\cos x).
\]",1,"$[-\sin 1,\sin 1]$","$(-\sin 1,\sin 1)$","$(-1,1)$","$[-1,1]$",3,Real Functions of a Single Variable,"$[-\sin 1,\sin 1]$",1678
1950,"Find  the points of local extremum for the function
$f(x,y,z)=\displaystyle{\dfrac{x^2}{9z}+\dfrac{6y^2}{x}+\dfrac{1}{y}+z}.$",5,"$\left(-\dfrac{3}{2}, -\dfrac{1}{2}, -\dfrac{1}{2}\right)$ is the point of maximum and
$\left(\dfrac{3}{2}, \dfrac{1}{2}, \dfrac{1}{2}\right)$ is the point of minimum.","$\left(\dfrac{3}{2}, -\dfrac{1}{2}, -\dfrac{1}{2}\right)$ is the point of minimum and
$\left(-\dfrac{3}{2}, \dfrac{1}{2}, \dfrac{1}{2}\right)$ is the point of maximum.","$\left(\dfrac{3}{2}, \dfrac{1}{2}, -\dfrac{1}{2}\right)$ is the point of maximum and
$\left(-\dfrac{3}{2}, -\dfrac{1}{2}, \dfrac{1}{2}\right)$ is the point of minimum.","$\left(\dfrac{3}{2}, \dfrac{1}{2}, -\dfrac{1}{2}\right)$ is the point of minimum and
$\left(-\dfrac{3}{2}, -\dfrac{1}{2}, \dfrac{1}{2}\right)$ is the point of maximum.",12,Optimization,"$\left(-\dfrac{3}{2}, -\dfrac{1}{2}, -\dfrac{1}{2}\right)$ is the point of maximum and
$\left(\dfrac{3}{2}, \dfrac{1}{2}, \dfrac{1}{2}\right)$ is the point of minimum.",1679
1951,"Determine the image of the function $f$ defined by
\[
f(x) = \log(\sin x).
\]",2,"$(-\infty,0]$","$(-\infty,0)$","$(-\infty,1]$","$(-\infty,1)$",3,Real Functions of a Single Variable,"$(-\infty,0]$",1680
1952,"Find  the points of local extremum for the function
$f(x,y,z)=\displaystyle{\dfrac{z^2}{9y}+\dfrac{6x^2}{z}+\dfrac{4}{x}+y}.$",5,"$\left(-1,-1,-3\right)$ is the point of maximum and
$\left(1,1,3\right)$ is the point of minimum.","$\left(-1,1,-3\right)$ is the point of maximum and
$\left(1,-1,3\right)$ is the point of minimum.","$\left(-1,-1,-3\right)$ is the point of minimum and
$\left(1,1,3\right)$ is the point of maximum.","$\left(-1,1,-3\right)$ is the point of minimum and
$\left(1,-1,3\right)$ is the point of maximum.",12,Optimization,"$\left(-1,-1,-3\right)$ is the point of maximum and
$\left(1,1,3\right)$ is the point of minimum.",1681
1953,"Let $f$ be the function defined by
\[
f(x) = \log(\tan x).
\]
Which of these statements is true?",3,The image of $f$ is $\mathbb{R}$,$f$ is injective,$f$ is monotone,The domain of $f$ is an interval,3,Real Functions of a Single Variable,The image of $f$ is $\mathbb{R}$,1682
1954,"Find  the stationary points and the points of local extremum for the function
$f(x,y,z)=\displaystyle{xyz+2(x^2+y^2+z^2)-5(x+y+z)+13}.$",5,"$\left(1,1,1\right)$, $\left(-5,-5,-5\right)$, $\left(-\dfrac{11}{4}, 4, 4\right)$, $\left(4,-\dfrac{11}{4}, 4\right)$, $\left(4,4,-\dfrac{11}{4}\right)$ are the stationary points and $\left(1,1,1\right)$ is a minimizer.","$\left(1,1,1\right)$, $\left(-5,-5,-5\right)$, $\left(-\dfrac{11}{4}, 4, 4\right)$, $\left(4,-\dfrac{11}{4}, 4\right)$, $\left(4,4,-\dfrac{11}{4}\right)$ are the stationary points and $\left(1,1,1\right)$ is a maximizer.","$\left(1,1,1\right)$, $\left(-5,-5,-5\right)$, $\left(-\dfrac{11}{4}, 4, 4\right)$, $\left(4,-\dfrac{11}{4}, 4\right)$, $\left(4,4,-\dfrac{11}{4}\right)$ are the stationary points and $\left(1,1,1\right)$ is maximizer and $\left(-5,-5,-5\right)$ is a minimizer.","$\left(1,1,1\right)$, $\left(-5,-5,-5\right)$, $\left(-\dfrac{11}{4}, 4, 4\right)$, $\left(4,-\dfrac{11}{4}, 4\right)$, $\left(4,4,-\dfrac{11}{4}\right)$ are the stationary points. The maximizers  are $\left(1,1,1\right)$, $\left(-5,-5,-5\right)$ and the minimizers are $\left(-\dfrac{11}{4}, 4, 4\right)$, $\left(4,-\dfrac{11}{4}, 4\right)$, $\left(4,4,-\dfrac{11}{4}\right)$.",12,Optimization,"$\left(1,1,1\right)$, $\left(-5,-5,-5\right)$, $\left(-\dfrac{11}{4}, 4, 4\right)$, $\left(4,-\dfrac{11}{4}, 4\right)$, $\left(4,4,-\dfrac{11}{4}\right)$ are the stationary points and $\left(1,1,1\right)$ is a minimizer.",1683
1955,Determine which of the functions below is monotone.,2,$f(x) = |2^x|$,$f(x) = 2^{|x|}$,$f(x) = x^2$,$f(x) = |x|^3$,3,Real Functions of a Single Variable,$f(x) = |2^x|$,1684
1956,"Find  the stationary points and the points of local extremum for the function
$f(x,y,z)=\displaystyle{6xyz+x^3+y^3+z^3+2(xy+yz+zx)}.$
",5,"$\left(0,0,0\right)$, $\left(0,-\dfrac{2}{3}, -\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, 0,-\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, -\dfrac{2}{3},0\right)$, $\left(-\dfrac{2}{9}, -\dfrac{2}{9}, \dfrac{4}{9}\right)$, $\left(-\dfrac{2}{9}, \dfrac{4}{9},-\dfrac{2}{9}\right)$, $\left(\dfrac{4}{9}, -\dfrac{2}{9},-\dfrac{2}{9}\right)$, $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ are the stationary points and $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ is a maximizer.","$\left(0,0,0\right)$, $\left(0,-\dfrac{2}{3}, -\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, 0,-\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, -\dfrac{2}{3},0\right)$, $\left(-\dfrac{2}{9}, -\dfrac{2}{9}, \dfrac{4}{9}\right)$, $\left(-\dfrac{2}{9}, \dfrac{4}{9},-\dfrac{2}{9}\right)$, $\left(\dfrac{4}{9}, -\dfrac{2}{9},-\dfrac{2}{9}\right)$, $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ are the stationary points and $\left(0,-\dfrac{2}{3}, -\dfrac{2}{3}\right)$ is a maximizer.","$\left(0,0,0\right)$, $\left(0,-\dfrac{2}{3}, -\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, 0,-\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, -\dfrac{2}{3},0\right)$, $\left(-\dfrac{2}{9}, -\dfrac{2}{9}, \dfrac{4}{9}\right)$, $\left(-\dfrac{2}{9}, \dfrac{4}{9},-\dfrac{2}{9}\right)$, $\left(\dfrac{4}{9}, -\dfrac{2}{9},-\dfrac{2}{9}\right)$, $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ are the stationary points and  $\left(-\dfrac{2}{3}, 0,-\dfrac{2}{3}\right)$ is a minimizer.","$\left(0,0,0\right)$, $\left(0,-\dfrac{2}{3}, -\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, 0,-\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, -\dfrac{2}{3},0\right)$, $\left(-\dfrac{2}{9}, -\dfrac{2}{9}, \dfrac{4}{9}\right)$, $\left(-\dfrac{2}{9}, \dfrac{4}{9},-\dfrac{2}{9}\right)$, $\left(\dfrac{4}{9}, -\dfrac{2}{9},-\dfrac{2}{9}\right)$, $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ are the stationary points and  $\left(-\dfrac{2}{9}, \dfrac{4}{9},-\dfrac{2}{9}\right)$ is a minimizer.",12,Optimization,"$\left(0,0,0\right)$, $\left(0,-\dfrac{2}{3}, -\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, 0,-\dfrac{2}{3}\right)$, $\left(-\dfrac{2}{3}, -\dfrac{2}{3},0\right)$, $\left(-\dfrac{2}{9}, -\dfrac{2}{9}, \dfrac{4}{9}\right)$, $\left(-\dfrac{2}{9}, \dfrac{4}{9},-\dfrac{2}{9}\right)$, $\left(\dfrac{4}{9}, -\dfrac{2}{9},-\dfrac{2}{9}\right)$, $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ are the stationary points and $\left(-\dfrac{4}{9}, -\dfrac{4}{9},-\dfrac{4}{9}\right)$ is a maximizer.",1685
1957,"Calculate
\[
\lim_{x\to 0^+} \frac{\log x}{\sin x}.
\]",2,$-\infty$,$+\infty$,$0$,$1$,3,Real Functions of a Single Variable,$-\infty$,1686
1958,"Calculate
\[
\lim_{x\to +\infty} \frac{x +\sin x}{|\cos x|}
\]",1,$+\infty$,$0$,The limit does not exist,$1$,3,Real Functions of a Single Variable,$+\infty$,1687
1959,"Find  the points of local extremum for the function
$f(x,y)=\displaystyle{\sin(x) \sin(y) \sin(x+y)}$, $0\leq x\leq \pi$, $0\leq y\leq \pi$.",1,"$\left(\dfrac{\pi}{3}, \dfrac{\pi}{3}\right)$ is the point of maximum and $\left(\dfrac{2\pi}{3}, \dfrac{2\pi}{3}\right)$ is the point of minimum.","$\left(\dfrac{\pi}{3}, \dfrac{\pi}{3}\right)$ is the point of minimum and $\left(\dfrac{2\pi}{3}, \dfrac{2\pi}{3}\right)$ is the point of maximum.","$\left(\dfrac{\pi}{3}, \dfrac{\pi}{3}\right)$, $\left(\dfrac{2\pi}{3}, \dfrac{2\pi}{3}\right)$ are the points of maximum.","$\left(\dfrac{\pi}{3}, \dfrac{\pi}{3}\right)$, $\left(\dfrac{2\pi}{3}, \dfrac{2\pi}{3}\right)$ are the points of minimum.",12,Optimization,"$\left(\dfrac{\pi}{3}, \dfrac{\pi}{3}\right)$ is the point of maximum and $\left(\dfrac{2\pi}{3}, \dfrac{2\pi}{3}\right)$ is the point of minimum.",1688
1960,"Calculate
\[
\lim_{x\to 1^+} \frac{\log x}{x^3-1}.
\]",1,$1/3$,$+\infty$,$-\infty$,$0$,3,Real Functions of a Single Variable,$1/3$,1689
1961,"Find  the points of local extremum for the function
$f(x,y)=\displaystyle{xy\ln(x^2+y^2)}$.",5,"$\left(\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$ are the points of minimum and $\left(\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$ are the points of maximum.
","$\left(\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$ are the points of maximum and $\left(\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$ are the points of minimum.","$\left(\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$  are the points of minimum and $\left(\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$ are the points of maximum.","$\left(\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$  are the points of maximum and $\left(\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$ are the points of minimum.",12,Optimization,"$\left(\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$ are the points of minimum and $\left(\dfrac{1}{\sqrt{2e}}, -\dfrac{1}{\sqrt{2e}}\right)$, $\left(-\dfrac{1}{\sqrt{2e}}, \dfrac{1}{\sqrt{2e}}\right)$ are the points of maximum.
",1690
1962,"Calculate
\[
\lim_{x\to 1^-} \frac{x^3-1}{(x-1)^3}.
\]",1,$+\infty$,$-\infty$,$1$,$0$,3,Real Functions of a Single Variable,$+\infty$,1691
1963,Find $\displaystyle\int \frac{x^2+5}{x}+x^2e^x dx$.,4,$\displaystyle \frac{x^2}{2}+5\ln|x|+x^2e^x-2xe^x+2e^x+C$,$\displaystyle x^2+5\ln|x|+x^2e^x-2xe^x+2e^x+C$,$\displaystyle \frac{x^2}{2}+5\ln|x|-x^2e^x+2xe^x-2e^x+C$,$\displaystyle x^2e^x-2xe^x+2e^x+C$,5,Integration,$\displaystyle \frac{x^2}{2}+5\ln|x|+x^2e^x-2xe^x+2e^x+C$,1692
1964,"Find  the stationary points and the points of local extremum for the function
$f(x,y)=\displaystyle{2(x^3+y^3)+24xy+13(x^2+y^2)+27}$.",5,"$\left(0,0\right)$, $\left(1, -\dfrac{4}{3}\right)$, $\left(-\dfrac{4}{3}, 1\right)$ and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ are the stationary points,  $\left(0,0\right)$ is the point of minimum and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ is the point of maximum.","$\left(0,0\right)$, $\left(1, -\dfrac{4}{3}\right)$, $\left(-\dfrac{4}{3}, 1\right)$ and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ are the stationary points,  $\left(1, -\dfrac{4}{3}\right)$ is the point of minimum and $\left(-\dfrac{4}{3}, 1\right)$ is the point of maximum.","$\left(0,0\right)$, $\left(1, -\dfrac{4}{3}\right)$, $\left(-\dfrac{4}{3}, 1\right)$ and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ are the stationary points,  $\left(0,0\right)$ is the point of maximum and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ is the point of minimum.","$\left(0,0\right)$, $\left(1, -\dfrac{4}{3}\right)$, $\left(-\dfrac{4}{3}, 1\right)$ and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ are the stationary points,  $\left(1, -\dfrac{4}{3}\right)$ is the point of maximum and $\left(-\dfrac{4}{3}, 1\right)$ is the point of minimum.",12,Optimization,"$\left(0,0\right)$, $\left(1, -\dfrac{4}{3}\right)$, $\left(-\dfrac{4}{3}, 1\right)$ and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ are the stationary points,  $\left(0,0\right)$ is the point of minimum and $\left(-\dfrac{25}{3}, -\dfrac{25}{3}\right)$ is the point of maximum.",1693
1965,Find $\displaystyle \int (x^2+x)3^x dx$.,3,$\displaystyle (x^2+x)\frac{3^x}{\ln(3)}-(2x+1)\frac{3^x}{\ln^2(3)}+2\frac{3^x}{\ln^3(3)}+C$,$\displaystyle (2x+1)\frac{3^x}{\ln(3)}+C$,$\displaystyle (x^2+x)\frac{3^x}{\ln(3)}-(2x+1)\frac{3^x}{\ln(3)}+2\frac{3^x}{\ln(3)}+C$,$\displaystyle -(x^2+x)\frac{3^x}{\ln(3)}+(2x+1)\frac{3^x}{\ln^2(3)}-2\frac{3^x}{\ln^3(3)}+C$,5,Integration,$\displaystyle (x^2+x)\frac{3^x}{\ln(3)}-(2x+1)\frac{3^x}{\ln^2(3)}+2\frac{3^x}{\ln^3(3)}+C$,1694
1966,"Find  $\displaystyle{\lim\limits_{(x,y)\to (+\infty,2)}\left(1+\dfrac{y}{x}\right)^{xy}}.$",4,$e^4$.,$e^2$.,$1$.,$e$,15,Real Functions of Several Variables,$e^4$.,1695
1967,Find $\displaystyle \int x\ln(x) dx$.,4,$\displaystyle \frac{x^2}{2}\ln(x)-\frac{x^2}{4}+ C$,$\displaystyle \frac{x^2}{2}\frac{1}{x}+ C$,$\displaystyle \frac{x^2}{2}-\frac{1}{x}+ C$,$\displaystyle -\frac{x^2}{2}\ln(x)+\frac{x^2}{4}+ C$,5,Integration,$\displaystyle \frac{x^2}{2}\ln(x)-\frac{x^2}{4}+ C$,1696
1968,"Find $\displaystyle{\lim\limits_{(x,y)\to (0,0)}\dfrac{\sqrt{x^2y^2+1}-1}{3-\sqrt{9-x^2-y^2}}}.$",4,$3$.,$1$.,$\dfrac{2}{3}$.,$\dfrac{1}{3}$.,15,Real Functions of Several Variables,$3$.,1697
1970,"Find $\ell_1=\lim\limits_{x\to 0}(\lim\limits_{y\to 0}f(x,y)),$ $\ \ell_2=\lim\limits_{y\to 0}(\lim\limits_{x\to 0}f(x,y)),$ and $\ell=\lim\limits_{(x,y)\to (0,0)}f(x,y),$ where  $f(x,y)=\displaystyle{\dfrac{5x^2y}{4x^4+y^2}}$.",5,$\ell_1=\ell_2=0$ and $\ell$ doesn't exist.,$\ell_1=\ell_2=\dfrac{5}{4}$ and $\ell$ doesn't exist.,$\ell_1=\ell_2=\ell=0$.,$\ell_1=\ell_2=\ell=\dfrac{5}{4}$.,15,Real Functions of Several Variables,$\ell_1=\ell_2=0$ and $\ell$ doesn't exist.,1699
1972,"Find $\ell_1=\lim\limits_{x\to 0}(\lim\limits_{y\to 0}f(x,y)),$ $\ \ell_2=\lim\limits_{y\to 0}(\lim\limits_{x\to 0}f(x,y)),$ and $\ell=\lim\limits_{(x,y)\to (0,0)}f(x,y),$ where
$f(x,y)=\displaystyle{\dfrac{xy^2\,\ln (|x|+|y|)}{x^2+y^2}}$.
",5,$\ell_1=\ell_2=\ell=0$.,$\ell_1=\ell_2=0$ and $\ell$ doesn't exist.,$\ell_1=\ell_2=0$ and $\ell=1$.,$\ell_1=\ell=0$ and $\ell_2$ doesn't exist.,15,Real Functions of Several Variables,$\ell_1=\ell_2=\ell=0$.,1701
1982,"Find $\lambda\in\mathbb{R}$ such that the function $f$ be continuous on $\mathbb{R}^2$,
$f(x,y)=\left\{\begin{array}{cl}
\displaystyle{\frac{\ln(1+x^2+y^2)}{x^2+y^2}},& (x,y)\in \mathbb{R}^2\setminus\{(0,0)\}\\
\lambda,& (x,y)=(0,0).
\end{array}\right.$",5,$\lambda=1$.,$\lambda=0$.,There is no $\lambda\in\mathbb{R}$ such that $f$ be continuous on $\mathbb{R}^2$.,$\lambda=\dfrac{1}{2}$.,15,Real Functions of Several Variables,$\lambda=1$.,1711
1984,"Find $\lambda\in\mathbb{R}$ such that the function $f$ be continuous on $\mathbb{R}^2$,
$f(x,y)=\left\{\begin{array}{cl}
\displaystyle{\frac{\sin(xy)}{x^2+y^2}},& (x,y)\in \mathbb{R}^2\setminus\{(0,0)\}\\
\lambda,& (x,y)=(0,0).
\end{array}\right.$",5,There is no $\lambda\in\mathbb{R}$ such that the function $f$ be continuous on $\mathbb{R}^2$.,$\lambda=0$.,$\lambda=1$.,$\lambda=\dfrac{1}{2}$.,15,Real Functions of Several Variables,There is no $\lambda\in\mathbb{R}$ such that the function $f$ be continuous on $\mathbb{R}^2$.,1713
1985,Find $\displaystyle \int e^{3x}\cos(x) dx$.,2,$\displaystyle\frac{e^{3x}\sin \left(x\right)}{10}+\frac{3e^{3x}\cos \left(x\right)}{10}+C$,$\displaystyle\frac{e^{3x}\sin \left(x\right)}{3}+\frac{e^{3x}\cos \left(x\right)}{3}+C$,$\displaystyle e^{3x}\sin \left(x\right)+3e^{3x}\cos \left(x\right)+C$,$\displaystyle\frac{e^{3x}\sin \left(x\right)}{10}-\frac{3e^{3x}\cos \left(x\right)}{10}+C$,5,Integration,$\displaystyle\frac{e^{3x}\sin \left(x\right)}{10}+\frac{3e^{3x}\cos \left(x\right)}{10}+C$,1714
1986,"Find the directional derivative of the function $f:\mathbb{R}^{3}\rightarrow\mathbb{R},\ \ f(x,y,z)=xy^{2}-4x^{2}y+z^{2}$ at the point $M(1,-1,2)$ in the direction $\overrightarrow{s}$, where $\overrightarrow{s}$ is the unit vector of $\overrightarrow{v}=6\overrightarrow{i}+2\overrightarrow{j}+3\overrightarrow{k}.$",1,"$Df_{\overrightarrow{s}}(1,-1,2)=\frac{54}{7}$","$Df_{\overrightarrow{s}}(1,-1,2)=54$","$Df_{\overrightarrow{s}}(1,-1,2)=\frac{3\sqrt{6}}{7}$","$Df_{\overrightarrow{s}}(1,-1,2)=3\sqrt{6}$",4,Differentiation,"$Df_{\overrightarrow{s}}(1,-1,2)=\frac{54}{7}$",1715
1987,Find $\displaystyle \int e^x \sin(2x) dx$.,2,$\displaystyle -\frac{2e^x\cos \left(2x\right)}{5}+\frac{e^x\sin \left(2x\right)}{5}+C$,$\displaystyle \frac{2e^x\cos \left(2x\right)}{5}-\frac{e^x\sin \left(2x\right)}{5}+C$,$\displaystyle -2e^x\cos \left(2x\right)+e^x\sin \left(2x\right)+C$,$\displaystyle 2e^x\cos \left(2x\right)-e^x\sin \left(2x\right)+C$,5,Integration,$\displaystyle -\frac{2e^x\cos \left(2x\right)}{5}+\frac{e^x\sin \left(2x\right)}{5}+C$,1716
1988,"Find the partial derivatives $\frac{\partial f}{\partial x}, \frac{\partial f}{\partial y}, \frac{\partial f}{\partial z}$ of the function
$$f:D=\{(x,y,z)\in\mathbb{R}^{3},\,x>0,y>0,z\in\mathbb{R}\}\rightarrow\mathbb{R},\,\,f(x,y,z)=x^{y^{z}}$$ at an arbitrary point.",2,"$\frac{\partial f}{\partial x}=y^{z}\cdot x^{y^{z}-1},$

$\frac{\partial f}{\partial y}=zy^{z-1}\cdot x^{y^{z}}\cdot \ln x,$

$\frac{\partial f}{\partial z}=y^{z}\cdot x^{y^{z}}\cdot \ln x\cdot \ln y.$","$\frac{\partial f}{\partial x}=y^{z}\cdot x^{y^{z}-1},$

$\frac{\partial f}{\partial y}=y^{z}\cdot x^{y^{z}}\cdot \ln x,$

$\frac{\partial f}{\partial z}=x^{y}\cdot x^{y^{z}}\cdot \ln x.$","$\frac{\partial f}{\partial x}=y^{z}\cdot x^{y^{z}}\cdot \ln x,$

$\frac{\partial f}{\partial y}=zy^{z-1}\cdot x^{y^{z}}\cdot \ln x,$

$\frac{\partial f}{\partial z}=x^{y}\cdot x^{y^{z}}\cdot \ln x\cdot \ln y.$","$\frac{\partial f}{\partial x}=z\cdot x^{y^{z-1}},$

$\frac{\partial f}{\partial y}=zy^{z}\cdot x^{y^{z}-1}\cdot \ln x,$

$\frac{\partial f}{\partial z}=y^{z}\cdot x^{y^{z}}\cdot \ln x\cdot \ln y.$",4,Differentiation,"$\frac{\partial f}{\partial x}=y^{z}\cdot x^{y^{z}-1},$

$\frac{\partial f}{\partial y}=zy^{z-1}\cdot x^{y^{z}}\cdot \ln x,$

$\frac{\partial f}{\partial z}=y^{z}\cdot x^{y^{z}}\cdot \ln x\cdot \ln y.$",1717
1989,Find $\displaystyle \int \frac{x^2-1}{x+3} dx$,4,$\displaystyle \frac{x^2}{2} - 3x +8\ln \left|x+3\right|+C$,$\displaystyle \ln \left|x+3\right|+C$,$\displaystyle \frac{(x-3)^2}{2} +\ln \left|x+3\right|+C$,$\displaystyle \frac{x^2}{2} + 3x +\ln \left|x+3\right|+C$,5,Integration,$\displaystyle \frac{x^2}{2} - 3x +8\ln \left|x+3\right|+C$,1718
